chapter_file,chapter_number,chapter_id,global_sentence_id,cross_chapter,source_file_path,sentence_id,sentence_id_numeric,sentence_id_prefixed,sentence_num,first_words,pronoun_text,pronoun_token_idx,pronoun_grammatical_role,pronoun_thematic_role,pronoun_givenness,pronoun_coref_ids,pronoun_coref_base_num,pronoun_coref_occurrence_num,pronoun_coreference_link,pronoun_coref_link_base_num,pronoun_coref_link_occurrence_num,pronoun_coreference_type,pronoun_inanimate_coreference_link,pronoun_inanimate_coref_link_base_num,pronoun_inanimate_coref_link_occurrence_num,pronoun_inanimate_coreference_type,pronoun_most_recent_antecedent_text,pronoun_most_recent_antecedent_distance,pronoun_first_antecedent_text,pronoun_first_antecedent_distance,pronoun_antecedent_choice,num_clause_mates,clause_mate_text,clause_mate_coref_id,clause_mate_coref_base_num,clause_mate_coref_occurrence_num,clause_mate_start_idx,clause_mate_end_idx,clause_mate_grammatical_role,clause_mate_thematic_role,clause_mate_coreference_type,clause_mate_animacy,clause_mate_givenness,clause_mate_grammatical_role_clean,clause_mate_thematic_role_clean,clause_mate_coreference_type_clean,pronoun_coreference_type_clean,pronoun_grammatical_role_clean,pronoun_thematic_role_clean
2.tsv,2,Chapter_2,global_273,False,data\input\gotofiles\2.tsv,146,146,sent_146,146,Und_letzte_Woche,ihn,6,dirObj,Proto-Pat,bekannt,['127-130'],127.0,,*->127-130,127.0,130.0,PersPron[127],,,,,er,14,ein Detektiv,2513,129,4,er,127-132,127,132,21,21,Subj,Proto-Ag,PersPron[127],anim,bekannt,Subj,Proto-Ag,PersPron,PersPron,dirObj,Proto-Pat
2.tsv,2,Chapter_2,global_273,False,data\input\gotofiles\2.tsv,146,146,sent_146,146,Und_letzte_Woche,ihn,6,dirObj,Proto-Pat,bekannt,['127-130'],127.0,,*->127-130,127.0,130.0,PersPron[127],,,,,er,14,ein Detektiv,2513,129,4,eine zehnzeilige Zusammenfassung,160-1,160,1,23,25,dirObj[166],Proto-Pat[166],indefNP[160],inanim,neu,dirObj,Proto-Pat,indefNP,PersPron,dirObj,Proto-Pat
2.tsv,2,Chapter_2,global_273,False,data\input\gotofiles\2.tsv,146,146,sent_146,146,Und_letzte_Woche,er,12,Subj,Proto-Ag,bekannt,['127-131'],127.0,,*->127-131,127.0,131.0,PersPron[127],,,,,ihn,6,ein Detektiv,2519,130,4,er,120-6,120,6,5,5,Subj,Proto-Ag,PersPron[120],anim,bekannt,Subj,Proto-Ag,PersPron,PersPron,Subj,Proto-Ag
2.tsv,2,Chapter_2,global_273,False,data\input\gotofiles\2.tsv,146,146,sent_146,146,Und_letzte_Woche,er,12,Subj,Proto-Ag,bekannt,['127-131'],127.0,,*->127-131,127.0,131.0,PersPron[127],,,,,ihn,6,ein Detektiv,2519,130,4,ihn,127-130,127,130,6,6,dirObj,Proto-Pat,PersPron[127],anim,bekannt,dirObj,Proto-Pat,PersPron,PersPron,Subj,Proto-Ag
2.tsv,2,Chapter_2,global_273,False,data\input\gotofiles\2.tsv,146,146,sent_146,146,Und_letzte_Woche,er,12,Subj,Proto-Ag,bekannt,['127-131'],127.0,,*->127-131,127.0,131.0,PersPron[127],,,,,ihn,6,ein Detektiv,2519,130,4,er,127-132,127,132,21,21,Subj,Proto-Ag,PersPron[127],anim,bekannt,Subj,Proto-Ag,PersPron,PersPron,Subj,Proto-Ag
2.tsv,2,Chapter_2,global_273,False,data\input\gotofiles\2.tsv,146,146,sent_146,146,Und_letzte_Woche,er,12,Subj,Proto-Ag,bekannt,['127-131'],127.0,,*->127-131,127.0,131.0,PersPron[127],,,,,ihn,6,ein Detektiv,2519,130,4,eine zehnzeilige Zusammenfassung,160-1,160,1,23,25,dirObj[166],Proto-Pat[166],indefNP[160],inanim,neu,dirObj,Proto-Pat,indefNP,PersPron,Subj,Proto-Ag
2.tsv,2,Chapter_2,global_273,False,data\input\gotofiles\2.tsv,146,146,sent_146,146,Und_letzte_Woche,er,21,Subj,Proto-Ag,bekannt,['127-132'],127.0,,*->127-132,127.0,132.0,PersPron[127],,,,,er,9,ein Detektiv,2528,131,4,er,120-6,120,6,5,5,Subj,Proto-Ag,PersPron[120],anim,bekannt,Subj,Proto-Ag,PersPron,PersPron,Subj,Proto-Ag
2.tsv,2,Chapter_2,global_273,False,data\input\gotofiles\2.tsv,146,146,sent_146,146,Und_letzte_Woche,er,21,Subj,Proto-Ag,bekannt,['127-132'],127.0,,*->127-132,127.0,132.0,PersPron[127],,,,,er,9,ein Detektiv,2528,131,4,ihn,127-130,127,130,6,6,dirObj,Proto-Pat,PersPron[127],anim,bekannt,dirObj,Proto-Pat,PersPron,PersPron,Subj,Proto-Ag
2.tsv,2,Chapter_2,global_273,False,data\input\gotofiles\2.tsv,146,146,sent_146,146,Und_letzte_Woche,er,21,Subj,Proto-Ag,bekannt,['127-132'],127.0,,*->127-132,127.0,132.0,PersPron[127],,,,,er,9,ein Detektiv,2528,131,4,er,127-131,127,131,12,12,Subj,Proto-Ag,PersPron[127],anim,bekannt,Subj,Proto-Ag,PersPron,PersPron,Subj,Proto-Ag
2.tsv,2,Chapter_2,global_273,False,data\input\gotofiles\2.tsv,146,146,sent_146,146,Und_letzte_Woche,er,21,Subj,Proto-Ag,bekannt,['127-132'],127.0,,*->127-132,127.0,132.0,PersPron[127],,,,,er,9,ein Detektiv,2528,131,4,eine zehnzeilige Zusammenfassung,160-1,160,1,23,25,dirObj[166],Proto-Pat[166],indefNP[160],inanim,neu,dirObj,Proto-Pat,indefNP,PersPron,Subj,Proto-Ag
2.tsv,2,Chapter_2,global_274,False,data\input\gotofiles\2.tsv,147,147,sent_147,147,«Kein_Mensch_liest,Sie,8,Subj,Proto-Ag,bekannt,['127-133'],127.0,,*->127-133,127.0,133.0,PersPron[127],,,,,er,14,ein Detektiv,2542,132,3,Kein Mensch,67-1,67,1,2,3,Subj[167],Proto-Ag[167],Quant[67],anim,neu,Subj,Proto-Ag,Quant,PersPron,Subj,Proto-Ag
2.tsv,2,Chapter_2,global_274,False,data\input\gotofiles\2.tsv,147,147,sent_147,147,«Kein_Mensch_liest,Sie,8,Subj,Proto-Ag,bekannt,['127-133'],127.0,,*->127-133,127.0,133.0,PersPron[127],,,,,er,14,ein Detektiv,2542,132,3,der Brenner,127-134,127,134,14,15,Subj[168],Proto-Ag[168],EN[127],anim,bekannt,Subj,Proto-Ag,EN,PersPron,Subj,Proto-Ag
2.tsv,2,Chapter_2,global_274,False,data\input\gotofiles\2.tsv,147,147,sent_147,147,«Kein_Mensch_liest,Sie,8,Subj,Proto-Ag,bekannt,['127-133'],127.0,,*->127-133,127.0,133.0,PersPron[127],,,,,er,14,ein Detektiv,2542,132,3,ihm,120-7,120,7,18,18,Oblique,Proto-Pat,PersPron[120],anim,bekannt,Oblique,Proto-Pat,PersPron,PersPron,Subj,Proto-Ag
2.tsv,2,Chapter_2,global_274,False,data\input\gotofiles\2.tsv,147,147,sent_147,147,«Kein_Mensch_liest,ihm,18,Oblique,Proto-Pat,bekannt,['120-7'],120.0,,*->120-7,120.0,7.0,PersPron[120],,,,,er,40,der Meierling,1741,6,3,Kein Mensch,67-1,67,1,2,3,Subj[167],Proto-Ag[167],Quant[67],anim,neu,Subj,Proto-Ag,Quant,PersPron,Oblique,Proto-Pat
2.tsv,2,Chapter_2,global_274,False,data\input\gotofiles\2.tsv,147,147,sent_147,147,«Kein_Mensch_liest,ihm,18,Oblique,Proto-Pat,bekannt,['120-7'],120.0,,*->120-7,120.0,7.0,PersPron[120],,,,,er,40,der Meierling,1741,6,3,Sie,127-133,127,133,8,8,Subj,Proto-Ag,PersPron[127],anim,bekannt,Subj,Proto-Ag,PersPron,PersPron,Oblique,Proto-Pat
2.tsv,2,Chapter_2,global_274,False,data\input\gotofiles\2.tsv,147,147,sent_147,147,«Kein_Mensch_liest,ihm,18,Oblique,Proto-Pat,bekannt,['120-7'],120.0,,*->120-7,120.0,7.0,PersPron[120],,,,,er,40,der Meierling,1741,6,3,der Brenner,127-134,127,134,14,15,Subj[168],Proto-Ag[168],EN[127],anim,bekannt,Subj,Proto-Ag,EN,PersPron,Oblique,Proto-Pat
2.tsv,2,Chapter_2,global_277,False,data\input\gotofiles\2.tsv,150,150,sent_150,150,Und_im_nachhinein,er,8,Subj,Proto-Ag,bekannt,['127-139'],127.0,,*->127-139,127.0,139.0,PersPron[127],,,,,aufschreiben,13,ein Detektiv,2589,138,1,man,119-1,119,1,5,5,Subj,Proto-Ag,IndefPron[119],anim,neu,Subj,Proto-Ag,IndefPron,PersPron,Subj,Proto-Ag
2.tsv,2,Chapter_2,global_278,False,data\input\gotofiles\2.tsv,151,151,sent_151,151,Aber_ausgerechnet_jetzt,er,6,Subj,Proto-Ag,bekannt,['127-140'],127.0,,*->127-140,127.0,140.0,PersPron[127],,,,,er,10,ein Detektiv,2599,139,2,ihm,127-141,127,141,22,22,indirObj,Proto-Pat,PersPron[127],anim,bekannt,indirObj,Proto-Pat,PersPron,PersPron,Subj,Proto-Ag
2.tsv,2,Chapter_2,global_278,False,data\input\gotofiles\2.tsv,151,151,sent_151,151,Aber_ausgerechnet_jetzt,er,6,Subj,Proto-Ag,bekannt,['127-140'],127.0,,*->127-140,127.0,140.0,PersPron[127],,,,,er,10,ein Detektiv,2599,139,2,der Mandl,58-11,58,11,23,24,Subj[170],Proto-Ag[170],EN[58],anim,bekannt,Subj,Proto-Ag,EN,PersPron,Subj,Proto-Ag
2.tsv,2,Chapter_2,global_278,False,data\input\gotofiles\2.tsv,151,151,sent_151,151,Aber_ausgerechnet_jetzt,ihm,22,indirObj,Proto-Pat,bekannt,['127-141'],127.0,,*->127-141,127.0,141.0,PersPron[127],,,,,er,16,ein Detektiv,2615,140,2,er,127-140,127,140,6,6,Subj,Proto-Ag,PersPron[127],anim,bekannt,Subj,Proto-Ag,PersPron,PersPron,indirObj,Proto-Pat
2.tsv,2,Chapter_2,global_278,False,data\input\gotofiles\2.tsv,151,151,sent_151,151,Aber_ausgerechnet_jetzt,ihm,22,indirObj,Proto-Pat,bekannt,['127-141'],127.0,,*->127-141,127.0,141.0,PersPron[127],,,,,er,16,ein Detektiv,2615,140,2,der Mandl,58-11,58,11,23,24,Subj[170],Proto-Ag[170],EN[58],anim,bekannt,Subj,Proto-Ag,EN,PersPron,indirObj,Proto-Pat
2.tsv,2,Chapter_2,global_282,False,data\input\gotofiles\2.tsv,155,155,sent_155,155,Der_Mandl_fragt:,Sie,7,Subj,Proto-Ag,bekannt,['127-143'],127.0,,*->127-143,127.0,143.0,PersPron[127],,,,,der Detektiv Brenner,27,ein Detektiv,2666,142,1,Der Mandl,58-12,58,12,1,2,Subj[172],Proto-Ag[172],EN[58],anim,bekannt,Subj,Proto-Ag,EN,PersPron,Subj,Proto-Ag
2.tsv,2,Chapter_2,global_284,False,data\input\gotofiles\2.tsv,157,157,sent_157,157,Und_der_Mandl,das,5,dirObj,Proto-Pat,neu,['148-1'],,,,,,,*->148-1,148.0,1.0,D-Pron[148],_,_,_,_,0,1,der Mandl,58-13,58,13,2,3,Subj[174],Proto-Ag[174],EN[58],anim,bekannt,Subj,Proto-Ag,EN,,dirObj,Proto-Pat
2.tsv,2,Chapter_2,global_287,False,data\input\gotofiles\2.tsv,160,160,sent_160,160,«Schnaps_ist_erst,ihn,8,dirObj,Proto-Pat,neu,['113-1'],113.0,,*->113-1,113.0,1.0,PersPron[113],,,,,_,_,_,_,0,3,Schnaps,135-1,135,1,2,2,Oblique,*,defNP[135],inanim,neu,Oblique,*,defNP,PersPron,dirObj,Proto-Pat
2.tsv,2,Chapter_2,global_287,False,data\input\gotofiles\2.tsv,160,160,sent_160,160,«Schnaps_ist_erst,ihn,8,dirObj,Proto-Pat,neu,['113-1'],113.0,,*->113-1,113.0,1.0,PersPron[113],,,,,_,_,_,_,0,3,ich,127-148,127,148,7,7,Subj,Proto-Ag,PersPron[127],anim,bekannt,Subj,Proto-Ag,PersPron,PersPron,dirObj,Proto-Pat
2.tsv,2,Chapter_2,global_287,False,data\input\gotofiles\2.tsv,160,160,sent_160,160,«Schnaps_ist_erst,ihn,8,dirObj,Proto-Pat,neu,['113-1'],113.0,,*->113-1,113.0,1.0,PersPron[113],,,,,_,_,_,_,0,3,ein einzelner männlicher Täter,99-1,99,1,13,16,Oblique[176],*[176],indefNP[99],anim,neu,Oblique,*,indefNP,PersPron,dirObj,Proto-Pat
2.tsv,2,Chapter_2,global_289,False,data\input\gotofiles\2.tsv,162,162,sent_162,162,Ich_muß_ehrlich,der,6,Subj,Proto-Ag,bekannt,['58-15'],58.0,,*->58-15,58.0,15.0,D-Pron[58],,,,,Der Mandl,12,einem jungen Mann mit einer giftgrünen Krawatte,488,14,2,Ich,4-12,4,12,1,1,Subj,Proto-Ag,PersPron[4],anim,bekannt,Subj,Proto-Ag,PersPron,D-Pron,Subj,Proto-Ag
2.tsv,2,Chapter_2,global_289,False,data\input\gotofiles\2.tsv,162,162,sent_162,162,Ich_muß_ehrlich,der,6,Subj,Proto-Ag,bekannt,['58-15'],58.0,,*->58-15,58.0,15.0,D-Pron[58],,,,,Der Mandl,12,einem jungen Mann mit einer giftgrünen Krawatte,488,14,2,alle,75-1,75,1,14,14,Subj,Proto-Ag,Quant[75],anim,neu,Subj,Proto-Ag,Quant,D-Pron,Subj,Proto-Ag
2.tsv,2,Chapter_2,global_290,False,data\input\gotofiles\2.tsv,163,163,sent_163,163,Er_war_eben,Er,1,Subj,Proto-Ag,bekannt,['58-16'],58.0,,*->58-16,58.0,16.0,PersPron[58],,,,,der,13,einem jungen Mann mit einer giftgrünen Krawatte,501,15,2,hat,58-17,58,17,6,6,Subj,Proto-Ag,zero[58],anim,bekannt,Subj,Proto-Ag,zero,PersPron,Subj,Proto-Ag
2.tsv,2,Chapter_2,global_290,False,data\input\gotofiles\2.tsv,163,163,sent_163,163,Er_war_eben,Er,1,Subj,Proto-Ag,bekannt,['58-16'],58.0,,*->58-16,58.0,16.0,PersPron[58],,,,,der,13,einem jungen Mann mit einer giftgrünen Krawatte,501,15,2,der Zeitung,106-1,106,1,9,10,indirObj[178],Recipient[178],defNP[106],anim,neu,indirObj,Recipient,defNP,PersPron,Subj,Proto-Ag
2.tsv,2,Chapter_2,global_292,False,data\input\gotofiles\2.tsv,165,165,sent_165,165,Jetzt_hat_ihn,ihn,3,dirObj,Proto-Pat,bekannt,['127-150'],127.0,,*->127-150,127.0,150.0,PersPron[127],,,,,Der Brenner,22,ein Detektiv,2805,149,1,der Mandl,58-19,58,19,4,5,Subj[180],Proto-Ag[180],EN[58],anim,bekannt,Subj,Proto-Ag,EN,PersPron,dirObj,Proto-Pat
2.tsv,2,Chapter_2,global_293,False,data\input\gotofiles\2.tsv,166,166,sent_166,166,Er_hat_gleich,Er,1,Subj,Proto-Ag,bekannt,['58-20'],58.0,,*->58-20,58.0,20.0,PersPron[58],,,,,der Mandl,6,einem jungen Mann mit einer giftgrünen Krawatte,545,19,2,zwei Achtel Weiß,203-1,203,1,4,6,dirObj[181],Proto-Pat[181],indefNP[203],inanim,neu,dirObj,Proto-Pat,indefNP,PersPron,Subj,Proto-Ag
2.tsv,2,Chapter_2,global_293,False,data\input\gotofiles\2.tsv,166,166,sent_166,166,Er_hat_gleich,Er,1,Subj,Proto-Ag,bekannt,['58-20'],58.0,,*->58-20,58.0,20.0,PersPron[58],,,,,der Mandl,6,einem jungen Mann mit einer giftgrünen Krawatte,545,19,2,der Kellnerin,47-1,47,1,8,9,Oblique[182],*[182],defNP[47],anim,neu,Oblique,*,defNP,PersPron,Subj,Proto-Ag
2.tsv,2,Chapter_2,global_294,False,data\input\gotofiles\2.tsv,167,167,sent_167,167,Der_Hirschenwirt_ist,der,18,indirObj,Proto-Pat,bekannt,['208-2'],,,,,,,*->208-2,208.0,2.0,D-Pron[208],einer riesigen Schank im Vorhaus,8,einer riesigen Schank im Vorhaus,8,1,4,Der Hirschenwirt,193-1,193,1,1,2,Subj[183],*[183],EN[193],inanim,neu,Subj,*,EN,,indirObj,Proto-Pat
2.tsv,2,Chapter_2,global_294,False,data\input\gotofiles\2.tsv,167,167,sent_167,167,Der_Hirschenwirt_ist,der,18,indirObj,Proto-Pat,bekannt,['208-2'],,,,,,,*->208-2,208.0,2.0,D-Pron[208],einer riesigen Schank im Vorhaus,8,einer riesigen Schank im Vorhaus,8,1,4,eines von diesen alten Gasthäusern,170-1,170,1,4,8,Oblique[184],*[184],indefNP[170],inanim,neu,Oblique,*,indefNP,,indirObj,Proto-Pat
2.tsv,2,Chapter_2,global_294,False,data\input\gotofiles\2.tsv,167,167,sent_167,167,Der_Hirschenwirt_ist,der,18,indirObj,Proto-Pat,bekannt,['208-2'],,,,,,,*->208-2,208.0,2.0,D-Pron[208],einer riesigen Schank im Vorhaus,8,einer riesigen Schank im Vorhaus,8,1,4,einer riesigen Schank im Vorhaus,208-1,208,1,10,14,Oblique[185],*[185],indefNP[208],inanim,neu,Oblique,*,indefNP,,indirObj,Proto-Pat
2.tsv,2,Chapter_2,global_294,False,data\input\gotofiles\2.tsv,167,167,sent_167,167,Der_Hirschenwirt_ist,der,18,indirObj,Proto-Pat,bekannt,['208-2'],,,,,,,*->208-2,208.0,2.0,D-Pron[208],einer riesigen Schank im Vorhaus,8,einer riesigen Schank im Vorhaus,8,1,4,die beiden Männer,91-1,91,1,20,22,Subj[186],Proto-Ag[186],defNP[91],anim,neu,Subj,Proto-Ag,defNP,,indirObj,Proto-Pat
2.tsv,2,Chapter_2,global_295,False,data\input\gotofiles\2.tsv,168,168,sent_168,168,Die_Kellnerin_hat,ihnen,4,indirObj,Recipient,bekannt,['91-2'],91.0,,*->91-2,91.0,2.0,PersPron[91],,,,,die beiden Männer,8,die beiden Männer,8,1,5,Die Kellnerin,47-2,47,2,1,2,Subj[187],Proto-Ag[187],defNP[47],anim,bekannt,Subj,Proto-Ag,defNP,PersPron,indirObj,Recipient
2.tsv,2,Chapter_2,global_295,False,data\input\gotofiles\2.tsv,168,168,sent_168,168,Die_Kellnerin_hat,ihnen,4,indirObj,Recipient,bekannt,['91-2'],91.0,,*->91-2,91.0,2.0,PersPron[91],,,,,die beiden Männer,8,die beiden Männer,8,1,5,zwei Achtel,195-1,195,1,5,6,dirObj[188],Proto-Pat[188],indefNP[195],inanim,neu,dirObj,Proto-Pat,indefNP,PersPron,indirObj,Recipient
2.tsv,2,Chapter_2,global_295,False,data\input\gotofiles\2.tsv,168,168,sent_168,168,Die_Kellnerin_hat,ihnen,4,indirObj,Recipient,bekannt,['91-2'],91.0,,*->91-2,91.0,2.0,PersPron[91],,,,,die beiden Männer,8,die beiden Männer,8,1,5,der Mandl,58-21,58,21,10,11,Subj[189],Proto-Ag[189],EN[58],anim,bekannt,Subj,Proto-Ag,EN,PersPron,indirObj,Recipient
2.tsv,2,Chapter_2,global_295,False,data\input\gotofiles\2.tsv,168,168,sent_168,168,Die_Kellnerin_hat,ihnen,4,indirObj,Recipient,bekannt,['91-2'],91.0,,*->91-2,91.0,2.0,PersPron[91],,,,,die beiden Männer,8,die beiden Männer,8,1,5,seiner,58-22,58,22,17,17,_,_,PossPron[58],anim,bekannt,_,_,PossPron,PersPron,indirObj,Recipient
2.tsv,2,Chapter_2,global_295,False,data\input\gotofiles\2.tsv,168,168,sent_168,168,Die_Kellnerin_hat,ihnen,4,indirObj,Recipient,bekannt,['91-2'],91.0,,*->91-2,91.0,2.0,PersPron[91],,,,,die beiden Männer,8,die beiden Männer,8,1,5,dem Brenner,127-151,127,151,23,24,indirObj[190],Proto-Ag[190],EN[127],anim,bekannt,indirObj,Proto-Ag,EN,PersPron,indirObj,Recipient
2.tsv,2,Chapter_2,global_296,False,data\input\gotofiles\2.tsv,169,169,sent_169,169,«Wollt_ihr_euren,ihr,3,Subj,Recipient,bekannt,['73-2'],73.0,,*->73-2,73.0,2.0,PersPron[73],,,,,die Pinzgauer Post,2652,die Pinzgauer Post,2652,1,3,euren,73-3,73,3,4,4,dirObj[191],Proto-Pat[191],PossPron[73],anim,bekannt,dirObj,Proto-Pat,PossPron,PersPron,Subj,Recipient
2.tsv,2,Chapter_2,global_296,False,data\input\gotofiles\2.tsv,169,169,sent_169,169,«Wollt_ihr_euren,ihr,3,Subj,Recipient,bekannt,['73-2'],73.0,,*->73-2,73.0,2.0,PersPron[73],,,,,die Pinzgauer Post,2652,die Pinzgauer Post,2652,1,3,letzten Leser,38-1,38,1,5,6,dirObj[191],Proto-Pat[191],indefNP[38],anim,neu,dirObj,Proto-Pat,indefNP,PersPron,Subj,Recipient
2.tsv,2,Chapter_2,global_296,False,data\input\gotofiles\2.tsv,169,169,sent_169,169,«Wollt_ihr_euren,ihr,3,Subj,Recipient,bekannt,['73-2'],73.0,,*->73-2,73.0,2.0,PersPron[73],,,,,die Pinzgauer Post,2652,die Pinzgauer Post,2652,1,3,der Detektiv,127-152,127,152,14,15,Subj[192],Proto-Ag[192],defNP[127],anim,bekannt,Subj,Proto-Ag,defNP,PersPron,Subj,Recipient
2.tsv,2,Chapter_2,global_297,False,data\input\gotofiles\2.tsv,170,170,sent_170,170,«Haben_wir_einen,der,19,Subj,Proto-Ag,bekannt,['58-25'],58.0,,*->58-25,58.0,25.0,D-Pron[58],,,,,grinst,7,einem jungen Mann mit einer giftgrünen Krawatte,643,24,9,wir,73-4,73,4,3,3,Subj,Proto-Ag,PersPron[73],anim,bekannt,Subj,Proto-Ag,PersPron,D-Pron,Subj,Proto-Ag
2.tsv,2,Chapter_2,global_297,False,data\input\gotofiles\2.tsv,170,170,sent_170,170,«Haben_wir_einen,der,19,Subj,Proto-Ag,bekannt,['58-25'],58.0,,*->58-25,58.0,25.0,D-Pron[58],,,,,grinst,7,einem jungen Mann mit einer giftgrünen Krawatte,643,24,9,einen Leser,1-1,1,1,4,5,dirObj[193],Proto-Pat[193],indefNP[1],anim,neu,dirObj,Proto-Pat,indefNP,D-Pron,Subj,Proto-Ag
2.tsv,2,Chapter_2,global_297,False,data\input\gotofiles\2.tsv,170,170,sent_170,170,«Haben_wir_einen,der,19,Subj,Proto-Ag,bekannt,['58-25'],58.0,,*->58-25,58.0,25.0,D-Pron[58],,,,,grinst,7,einem jungen Mann mit einer giftgrünen Krawatte,643,24,9,der Mandl,58-23,58,23,9,10,Subj[194],Proto-Ag[194],EN[58],anim,bekannt,Subj,Proto-Ag,EN,D-Pron,Subj,Proto-Ag
2.tsv,2,Chapter_2,global_297,False,data\input\gotofiles\2.tsv,170,170,sent_170,170,«Haben_wir_einen,der,19,Subj,Proto-Ag,bekannt,['58-25'],58.0,,*->58-25,58.0,25.0,D-Pron[58],,,,,grinst,7,einem jungen Mann mit einer giftgrünen Krawatte,643,24,9,grinst,58-24,58,24,12,12,Subj,Proto-Ag,zero[58],anim,bekannt,Subj,Proto-Ag,zero,D-Pron,Subj,Proto-Ag
2.tsv,2,Chapter_2,global_297,False,data\input\gotofiles\2.tsv,170,170,sent_170,170,«Haben_wir_einen,der,19,Subj,Proto-Ag,bekannt,['58-25'],58.0,,*->58-25,58.0,25.0,D-Pron[58],,,,,grinst,7,einem jungen Mann mit einer giftgrünen Krawatte,643,24,9,die Zahnarztreklame,189-1,189,1,15,16,Oblique[195],*[195],defNP[189],inanim,neu,Oblique,*,defNP,D-Pron,Subj,Proto-Ag
2.tsv,2,Chapter_2,global_297,False,data\input\gotofiles\2.tsv,170,170,sent_170,170,«Haben_wir_einen,der,19,Subj,Proto-Ag,bekannt,['58-25'],58.0,,*->58-25,58.0,25.0,D-Pron[58],,,,,grinst,7,einem jungen Mann mit einer giftgrünen Krawatte,643,24,9,zwei ganz neue Jacketkronen,230-1,230,1,21,24,dirObj[196],Proto-Pat[196],indefNP[230],inanim,neu,dirObj,Proto-Pat,indefNP,D-Pron,Subj,Proto-Ag
2.tsv,2,Chapter_2,global_297,False,data\input\gotofiles\2.tsv,170,170,sent_170,170,«Haben_wir_einen,der,19,Subj,Proto-Ag,bekannt,['58-25'],58.0,,*->58-25,58.0,25.0,D-Pron[58],,,,,grinst,7,einem jungen Mann mit einer giftgrünen Krawatte,643,24,9,im Mund,141-1,141,1,25,26,Oblique[197],*[197],defNP[141],inanim,neu,Oblique,*,defNP,D-Pron,Subj,Proto-Ag
2.tsv,2,Chapter_2,global_297,False,data\input\gotofiles\2.tsv,170,170,sent_170,170,«Haben_wir_einen,der,19,Subj,Proto-Ag,bekannt,['58-25'],58.0,,*->58-25,58.0,25.0,D-Pron[58],,,,,grinst,7,einem jungen Mann mit einer giftgrünen Krawatte,643,24,9,seinem,58-26,58,26,29,29,Oblique[198],*[198],PossPron[58],anim,bekannt,Oblique,*,PossPron,D-Pron,Subj,Proto-Ag
2.tsv,2,Chapter_2,global_297,False,data\input\gotofiles\2.tsv,170,170,sent_170,170,«Haben_wir_einen,der,19,Subj,Proto-Ag,bekannt,['58-25'],58.0,,*->58-25,58.0,25.0,D-Pron[58],,,,,grinst,7,einem jungen Mann mit einer giftgrünen Krawatte,643,24,9,seinem Bericht über das Geheimbordell in der Brucker Bundesstraße,201-1,201,1,29,37,Oblique[198],*[198],PossPron[58],anim,neu,Oblique,*,PossPron,D-Pron,Subj,Proto-Ag
2.tsv,2,Chapter_2,global_298,True,data\input\gotofiles\2.tsv,171,171,sent_171,171,«Mit_der_alten,ihr,7,Subj,Proto-Ag,bekannt,['73-5'],73.0,,*->73-5,73.0,5.0,PersPron[73],,,,,wir,42,die Pinzgauer Post,2710,4,1,keinen,2-1,2,1,9,9,dirObj,Proto-Pat,Quant[2],anim,neu,dirObj,Proto-Pat,Quant,PersPron,Subj,Proto-Ag
2.tsv,2,Chapter_2,global_309,False,data\input\gotofiles\2.tsv,182,182,sent_182,182,Der_hat_halt,Der,1,Subj,Proto-Ag,bekannt,['58-29'],58.0,,*->58-29,58.0,29.0,D-Pron[58],,,,,Der Mandl,10,einem jungen Mann mit einer giftgrünen Krawatte,763,28,2,er,58-30,58,30,7,7,Subj,Proto-Ag,PersPron[58],anim,bekannt,Subj,Proto-Ag,PersPron,D-Pron,Subj,Proto-Ag
2.tsv,2,Chapter_2,global_309,False,data\input\gotofiles\2.tsv,182,182,sent_182,182,Der_hat_halt,Der,1,Subj,Proto-Ag,bekannt,['58-29'],58.0,,*->58-29,58.0,29.0,D-Pron[58],,,,,Der Mandl,10,einem jungen Mann mit einer giftgrünen Krawatte,763,28,2,die ganze Welt,177-1,177,1,8,10,dirObj[201],Proto-Pat[201],defNP[177],inanim,neu,dirObj,Proto-Pat,defNP,D-Pron,Subj,Proto-Ag
2.tsv,2,Chapter_2,global_309,False,data\input\gotofiles\2.tsv,182,182,sent_182,182,Der_hat_halt,er,7,Subj,Proto-Ag,bekannt,['58-30'],58.0,,*->58-30,58.0,30.0,PersPron[58],,,,,Der,6,einem jungen Mann mit einer giftgrünen Krawatte,769,29,2,Der,58-29,58,29,1,1,Subj,Proto-Ag,D-Pron[58],anim,bekannt,Subj,Proto-Ag,D-Pron,PersPron,Subj,Proto-Ag
2.tsv,2,Chapter_2,global_309,False,data\input\gotofiles\2.tsv,182,182,sent_182,182,Der_hat_halt,er,7,Subj,Proto-Ag,bekannt,['58-30'],58.0,,*->58-30,58.0,30.0,PersPron[58],,,,,Der,6,einem jungen Mann mit einer giftgrünen Krawatte,769,29,2,die ganze Welt,177-1,177,1,8,10,dirObj[201],Proto-Pat[201],defNP[177],inanim,neu,dirObj,Proto-Pat,defNP,PersPron,Subj,Proto-Ag
